
Hull,Kae_shn459,-39.83714,-35.30652,0,1,1,122,122,122,255,0,100
Hull,Kae_shn446,196.8268,-11.64999,0,1,1,97,97,97,255,0,100
Hull,Kae_shn459,-39.83714,35.30652,0,1,-1,122,122,122,255,0,100
Hull,Kae_shn458,8.826868,-120.65,0,1,1,84,84,84,255,0,100
Hull,Kae_shn458,8.826868,120.65,0,1,-1,84,84,84,255,0,100
Hull,Kae_shn414,81.75641,-72.93463,0.1289428,-1,1,107,107,107,255,0,100
Hull,Kae_shn414,81.75641,72.93463,-0.1289428,-1,-1,107,107,107,255,0,100
Thruster,thruster1,-90.70201,-39.93417,0.05401027,1.188485,1.112214,255,244,216,255,True,False,0
Thruster,thruster1,-90.70201,39.93417,-0.05401027,1.188485,-1.112214,255,244,216,255,True,False,0
Thruster,thruster1,-103.5636,84.17818,-0.201743,0.6576114,-0.4434206,255,244,216,255,False,False,0
Thruster,thruster1,-99.37089,92.56367,-0.6120754,0.4391036,-0.3734716,255,244,216,255,False,False,0
Thruster,thruster1,-99.37089,-92.56367,0.6120754,0.4391036,0.3734716,255,244,216,255,False,False,0
Thruster,thruster1,-103.5636,-84.17818,0.201743,0.6576114,0.4434206,255,244,216,255,False,False,0
Hull,Kae_shn232,-80.72232,-39.60312,0.05401027,1,1,255,255,255,255,0,100
Hull,Kae_shn232,-80.72232,39.60312,-0.05401027,1,-1,255,255,255,255,0,100
Hull,Kae_shn479,-57.50552,0,0,1,1,255,255,255,0,2,100
Thruster,thruster1,-94.74584,-15.42205,0,1.570198,1.591721,255,244,216,255,True,False,0
Thruster,thruster2,260.6994,34.42644,-2.910287,0.2357478,-0.2472391,255,243,217,255,False,False,0
Thruster,thruster2,246.6994,41.42644,-2.910287,0.1192793,-0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,138.0288,68.0815,-2.910287,0.1192793,-0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,138.0288,-68.0815,2.910287,0.1192793,0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,134.4406,74.23267,-2.910287,0.1192793,-0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,134.4406,-74.23267,2.910287,0.1192793,0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,246.6994,-41.42644,2.910287,0.1192793,0.1663665,255,243,217,255,False,False,0
Thruster,thruster2,260.6994,-34.42644,2.910287,0.2357478,0.2472391,255,243,217,255,False,False,0
Hull,Kae_shn495,28.14065,-76.25559,-1.022439,0.4736151,0.5091819,158,158,158,255,1,100
Hull,Kae_shn495,28.14065,76.25559,1.022439,0.4736151,-0.5091819,158,158,158,255,1,100
Hull,Kae_shn495,36.34199,-71.12976,-1.022439,0.4736151,0.5091819,158,158,158,255,1,100
Hull,Kae_shn495,36.34199,71.12976,1.022439,0.4736151,-0.5091819,158,158,158,255,1,100
Thruster,thruster1,-94.74584,15.42205,0,1.570198,-1.591721,255,244,216,255,True,False,0
Hull,Kae_shn050,81.41647,-58.19069,-0.9834825,1,1,59,59,59,255,0,100
Hull,Kae_shn050,81.41647,58.19069,0.9834825,1,-1,59,59,59,255,0,100
Hull,Kae_shn337,-0.769455,-48.0307,1.570796,1,1,255,255,255,0,2,100
Hull,Kae_shn440,50.32653,-22.6505,0,1,1,51,51,51,255,0,100
Hull,Kae_shn440,50.32653,22.6505,0,1,-1,51,51,51,255,0,100
Hull,Kae_shn448,-34.30907,-18.88113,0,-1,1,122,122,122,255,0,100
Thruster,thruster2,-156.7796,-65.69048,1.516594,0.1371278,0.1784142,255,243,217,255,False,False,0
Thruster,thruster2,-156.7796,65.69048,-1.516594,0.1371278,-0.1784142,255,243,217,255,False,False,0
Hull,Kae_shn440,6.826876,-104.15,0.7446518,1,1,84,84,84,255,0,100
Thruster,thruster2,-164.1004,-62.77024,1.516594,0.1371278,0.1784142,255,243,217,255,False,False,0
Thruster,thruster2,-164.1004,62.77024,-1.516594,0.1371278,-0.1784142,255,243,217,255,False,False,0
Hull,Kae_shn440,6.826876,104.15,-0.7446518,1,-1,84,84,84,255,0,100
Thruster,thruster2,-149.3223,-67.99548,1.516594,0.1371278,0.1784142,255,243,217,255,False,False,0
Thruster,thruster2,-149.3223,67.99548,-1.516594,0.1371278,-0.1784142,255,243,217,255,False,False,0
Hull,Kae_shn337,-0.769455,48.0307,-1.570796,1,-1,255,255,255,0,2,100
Hull,Kae_shn414,256.9667,28.07224,-0.5103416,1,-1,107,107,107,255,0,100
Hull,Kae_shn414,256.9667,-28.07224,0.5103416,1,1,107,107,107,255,0,100
Hull,Kae_shn448,-34.30907,18.88113,0,-1,-1,122,122,122,255,0,100
Hull,Kae_shn446,196.8268,11.64999,0,1,-1,97,97,97,255,0,100
Hull,Kae_shn427,44.78366,-41.32477,0,1,1,140,140,140,255,0,100
Hull,Kae_shn427,44.78366,41.32477,0,1,-1,140,140,140,255,0,100
Hull,Kae_shn349,-140.5394,-65.7319,-0.3898747,-1,1,128,128,128,255,2,100
Hull,Kae_shn441,268.8996,-14.81639,0,-1,1,255,255,255,0,2,100
Hull,Kae_shn441,268.8996,14.81639,0,-1,-1,255,255,255,0,2,100
Hull,Kae_shn425,17.44965,71.39217,2.566316,1,-1,140,140,140,255,2,100
Hull,Kae_shn150,122.7306,-41.03072,-0.8040946,1,1,66,66,66,255,0,100
Hull,Kae_shn150,179.2306,-25.03072,-0.8040946,1,1,66,66,66,255,0,100
Hull,Kae_shn444,284.0409,19.41694,0,1,-1,156,156,156,255,2,100
Hull,Kae_shn444,284.0409,-19.41694,0,1,1,156,156,156,255,2,100
Hull,Kae_shn150,179.2306,25.03072,0.8040946,1,-1,66,66,66,255,0,100
Hull,Kae_shn150,122.7306,41.03072,0.8040946,1,-1,66,66,66,255,0,100
Hull,Kae_shn415,-122.2511,-93.8675,0.6144971,-1,1,71,71,71,255,0,100
Hull,Kae_shn480,215.3268,0,0,1,1,255,255,255,0,2,100
Hull,Kae_shn464,47.73045,50.03071,2.618682,-0.9101011,-0.975588,130,130,130,255,2,100
Hull,Kae_shn349,-140.5394,65.7319,0.3898747,-1,-1,128,128,128,255,2,100
Hull,Kae_shn147,150.2645,28.17785,-0.2278118,1.633987,-1.738461,255,255,255,0,2,100
Hull,Kae_shn147,150.2645,-28.17785,0.2278118,1.633987,1.738461,255,255,255,0,2,100
Hull,Kae_shn431,121.3268,18.14999,0,1,-1,87,87,87,255,0,100
Hull,Kae_shn425,17.44965,-71.39217,-2.566316,1,1,140,140,140,255,2,100
Hull,Kae_shn430,80.82677,28.64999,0,1,-1,87,87,87,255,0,100
Hull,Kae_shn464,47.73045,-50.03071,-2.618682,-0.7851852,0.7619048,130,130,130,255,2,100
Hull,Kae_shn451,-113.5052,87.22426,-0.4982505,1,1,71,71,71,255,0,100
Hull,Kae_shn068,119.2267,-88.34007,-1.448118,1,1,138,138,138,255,0,100
Hull,Kae_shn068,119.2267,88.34007,1.448118,1,-1,138,138,138,255,0,100
Hull,Kae_shn331,-110.7114,-53.66998,2.132811,1,1,176,176,176,255,0,100
Hull,Kae_shn431,121.3268,-18.14999,0,1,1,87,87,87,255,0,100
Hull,Kae_shn430,80.82677,-28.64999,0,1,1,87,87,87,255,0,100
Thruster,thruster2,169.6148,62.10238,-1.58071,0.1371278,-0.1784142,255,243,217,255,False,False,0
Thruster,thruster2,169.6148,-62.10238,1.58071,0.1371278,0.1784142,255,243,217,255,False,False,0
Hull,Kae_shn507,244.8268,0,0,1,1,97,97,97,255,2,100
Hull,Kae_shn418,220.299,-61.6427,0,1,1,130,130,130,255,0,100
Thruster,thruster2,176.2832,61.07648,-1.58071,0.1371278,-0.1784142,255,243,217,255,False,False,0
Thruster,thruster2,176.2832,-61.07648,1.58071,0.1371278,0.1784142,255,243,217,255,False,False,0
Hull,Kae_shn418,220.299,61.6427,0,1,-1,130,130,130,255,0,100
Hull,Kae_shn169,275.4174,0,0,1,1,255,255,255,255,0,100
Hull,Kae_shn444,43.32625,-7.649899,0,1,1,255,255,255,0,2,100
Hull,Kae_shn460,115.2304,78.96933,0.7616868,1,1,92,92,92,255,2,100
Hull,Kae_shn460,115.2304,-78.96933,-0.7616868,1,-1,92,92,92,255,2,100
Hull,Kae_shn444,43.32625,7.649899,0,1,-1,255,255,255,0,2,100
Hull,Kae_shn394,22.73055,-140.0307,0,1,1,150,150,150,255,0,100
Hull,Kae_shn394,22.73055,140.0307,0,1,-1,150,150,150,255,0,100
Hull,Kae_shn379,19.65312,-117.4067,0,1,1,59,59,59,255,0,100
Hull,Kae_shn379,19.65312,117.4067,0,1,-1,59,59,59,255,0,100
Hull,Kae_shn415,-122.2511,93.8675,-0.6144971,-1,-1,71,71,71,255,0,100
Hull,Kae_shn331,-110.7114,53.66998,-2.132811,1,-1,176,176,176,255,0,100
Hull,Kae_shn343,162.9869,42.29999,0,-1,-1,217,177,177,255,1,100
Hull,Kae_shn343,218.9869,-26.29999,0,-1,1,217,177,177,255,1,100
Hull,Kae_shn343,162.9869,-42.29999,0,-1,1,217,177,177,255,1,100
Hull,Kae_shn170,-82.04524,-15.24815,0,1,1,166,166,166,255,0,100
Hull,Kae_shn421,-69.54031,-121.0871,0,1,1,150,150,150,255,2,100
Hull,Kae_shn316,-7.769463,-150.5307,0,1,1,150,150,150,255,2,100
Hull,Kae_shn316,-7.769463,150.5307,0,1,-1,150,150,150,255,2,100
Hull,Kae_shn421,-69.54031,121.0871,0,1,-1,150,150,150,255,2,100
Hull,Kae_shn449,-100.1291,-98.4977,-0.8460512,1,1,71,71,71,255,0,100
Hull,Kae_shn449,-100.1291,98.4977,0.8460512,1,-1,71,71,71,255,0,100
Hull,Kae_shn438,-52.1732,-109.6501,0,-1,1,74,74,74,255,0,100
Hull,Kae_shn438,-52.1732,109.6501,0,-1,-1,74,74,74,255,0,100
Hull,Kae_shn343,106.9869,-58.29999,0,-1,1,217,177,177,255,1,100
Hull,Kae_shn170,-82.04524,15.24815,0,1,-1,166,166,166,255,0,100
Hull,Kae_shn418,-36.38676,70.43487,0,1,-1,74,74,74,255,0,100
Hull,Kae_shn343,106.9869,58.29999,0,-1,-1,217,177,177,255,1,100
Hull,Kae_shn197,-81.21621,-75.96706,-0.4943506,-1,1,173,134,134,255,1,100
Hull,Kae_shn197,-81.21621,75.96706,0.4943506,-1,-1,173,134,134,255,1,100
Hull,Kae_shn343,218.9869,26.29999,0,-1,-1,217,177,177,255,1,100
Hull,Kae_shn434,-58.67321,70.65002,0,-1,-1,199,199,199,255,1,100
Hull,Kae_shn344,-23.78168,-126.6364,0,-1,1,255,220,220,255,1,100
Hull,Kae_shn344,-23.78168,126.6364,0,-1,-1,255,220,220,255,1,100
Hull,Kae_shn121,-123.4474,-29.46399,-0.1156682,-1,1,135,135,135,255,0,100
Hull,Kae_shn121,-123.4474,29.46399,0.1156682,-1,-1,135,135,135,255,0,100
Hull,HM_Radiator03,-117.7507,0,0,1,1,135,135,135,255,0,100
Hull,Kae_shn117,-122.3631,7.021133,0,-1,1,135,135,135,255,0,100
Hull,Kae_shn117,-122.3631,-7.021133,0,-1,-1,135,135,135,255,0,100
Hull,HM_Circle1,-96.09906,0,0,1.147228,1.166918,255,255,255,0,2,100
Hull,Kae_shn249,-98.14771,0,0,-1,1,176,151,151,255,1,100
Hull,Kae_shn434,-37.66598,-84.84274,0,-1,1,150,149,149,255,0,100
Hull,Kae_shn434,-37.66598,84.84274,0,-1,-1,150,149,149,255,0,100
Hull,Kae_shn304,-18.25341,-91.16288,0,1,-1,255,255,255,255,2,100
Hull,Kae_shn304,-18.25341,91.16288,0,1,1,255,255,255,255,2,100
Hull,Kae_shn252,-9.17321,-66.15001,0,1.2,1.2,252,180,180,255,1,100
Hull,Kae_shn252,-9.17321,66.15001,0,1.2,1.2,252,180,180,255,1,100
Hull,Kae_shn104,47.82684,-28.64999,0.2589653,1,1,173,173,173,255,0,100
Hull,Kae_shn104,47.82684,28.64999,-0.2589653,1,-1,173,173,173,255,0,100
Hull,Kae_shn257,40.97903,-19.59823,0,1,1,122,118,118,255,0,100
